Customer ID,Unix time ,Readable time,,Location,Latitude,Longitude
03f9df258f9ca3139839e4835c68e5ff,1440014400,4:00:00 AM,0,Redhill,1.289732,103.81675
0785d43051c0a3655742fab81d41413c,1440014400,4:00:00 AM,2,Somerset,1.3004708,103.8386926
02f66f83a91c3a04d6f7346c110b01c2,1440014403,4:00:03 AM,0,Potong Pasir,1.3313554,103.8692779
06749aacf9d321bceb9ea5f3e3eb8810,1440014403,4:00:03 AM,1,Bukit Batok West,1.3590288,103.7636796
077ffc1496a124c70a1dff4c707b5187,1440014405,4:00:05 AM,0,Rochor Canal,1.304128,103.8564322
077ffc1496a124c70a1dff4c707b5187,1440014406,4:00:06 AM,0,Rochor Canal,1.304128,103.8564322
0723d370caf8002d90f645a1c1e26191,1440014407,4:00:07 AM,0,Marina South,1.279294,103.8701686
0493396add0c64453f9eeff01099a89a,1440014408,4:00:08 AM,0,Khatib,1.4173658,103.8329446
0723d370caf8002d90f645a1c1e26191,1440014408,4:00:08 AM,0,Marina South,1.279294,103.8701686
0493396add0c64453f9eeff01099a89a,1440014409,4:00:09 AM,0,Yishun West,1.430368,103.8353628
0493396add0c64453f9eeff01099a89a,1440014410,4:00:10 AM,0,Yishun West,1.430368,103.8353628
02f66f83a91c3a04d6f7346c110b01c2,1440014413,4:00:13 AM,0,Potong Pasir,1.3313554,103.8692779
0723d370caf8002d90f645a1c1e26191,1440014415,4:00:15 AM,0,Marina South,1.279294,103.8701686
0723d370caf8002d90f645a1c1e26191,1440014418,4:00:18 AM,0,Marina South,1.279294,103.8701686
0723d370caf8002d90f645a1c1e26191,1440014420,4:00:20 AM,0,Marina South,1.279294,103.8701686
039da33a1a80d7973df20e515b36e0e2,1440014422,4:00:22 AM,3,Telok Blangah Drive,1.2728757,103.8086903
0493396add0c64453f9eeff01099a89a,1440014424,4:00:24 AM,0,Yishun West,1.430368,103.8353628
00308624c38740be37dd72b9c3051e06,1440014426,4:00:26 AM,1,Aljunied,1.316441,103.88298
00308624c38740be37dd72b9c3051e06,1440014427,4:00:27 AM,1,Aljunied,1.316441,103.88298
01adea005045a92b9348f9a0363560ae,1440014430,4:00:30 AM,1,Maritime Square,1.2642175,103.8196044
