Customer ID,Unix time,Readable time,,Location,Latitude,Longitude
00d0c975ba392b4f870c916efa5bf030,1440072000,8:00:00 PM,2,Kampong Java,1.312959,103.843557
0148132ed10e249de1899d34852d9a69,1440072000,8:00:00 PM,2,Yishun West,1.430368,103.8353628
01595bb5b584916f819bf0ea549511ba,1440072000,8:00:00 PM,2,Alexandra Hill,1.2882934,103.8054785
02ab8b9e56b9e4bbf90d2d463a8845f7,1440072000,8:00:00 PM,4,Paya Lebar East,1.3180585,103.8930085
02b75dfacddc36a08dca688b8e667ac3,1440072000,8:00:00 PM,2,Lorong Chuan,1.3516608,103.8629139
02f723134d922f03453fa25364077c5d,1440072000,8:00:00 PM,3,Lower Seletar,1.3989209,103.8336524
02fe9b37261fd56fddc1bd67a8504226,1440072000,8:00:00 PM,3,Newton Circus,1.312903,103.8395668
035ef4eefedaee0371821668fdd398cc,1440072000,8:00:00 PM,1,Commonwealth,1.302559,103.798225
0473830490d7419aab5169254b0dead9,1440072000,8:00:00 PM,1,Hong Kah,1.3559341,103.7179451
05680b78ab6788a7413aa03836467930,1440072000,8:00:00 PM,2,Woodlands East,1.4381922,103.7889597
07005d028babf624f31478397c1a16b2,1440072000,8:00:00 PM,2,Mei Chin,1.2933829,103.802453
073795ea8635569d9c20e0264e5582cf,1440072000,8:00:00 PM,3,Hougang Central,1.3712274,103.8917513
006021e864d1d6b9e3d7530b239ebece,1440072001,8:00:01 PM,3,Hougang West,1.3612182,103.8862529
00e9f4eb7ef085b043e34abfd46a5981,1440072001,8:00:01 PM,0,Boon Lay Place,1.3462189,103.7127554
0148132ed10e249de1899d34852d9a69,1440072001,8:00:01 PM,2,Yishun West,1.430368,103.8353628
016187b0a1b867a9aa797c2038411719,1440072001,8:00:01 PM,1,Chong Boon,1.368161,103.855176
03f5b67c91580a1d171e740683ced70d,1440072001,8:00:01 PM,4,Tampines East,1.3495907,103.9567879
0473830490d7419aab5169254b0dead9,1440072001,8:00:01 PM,1,Hong Kah,1.3559341,103.7179451
054137f8831c571bf9c26b8ab6fe8f31,1440072001,8:00:01 PM,4,Port,1.2670651,103.8038239
0648b1d1b1985d62a47629ceca6ba521,1440072001,8:00:01 PM,2,Choa Chu Kang Central,1.3812993,103.7463562
06d49f11edfcba4d0a40830e12f72472,1440072001,8:00:01 PM,2,Geylang East,1.3200544,103.8917746
0134328fde0edc4e1a98df58ae90f32e,1440072002,8:00:02 PM,1,Yunnan,1.338575,103.692206
041e6ebff331e5e78d48fee4786ec926,1440072002,8:00:02 PM,1,Tampines West,1.3495907,103.9567879
0486e6c21aeeee4aaf45e1904ee277f9,1440072002,8:00:02 PM,6,Toa Payoh West,1.3352492,103.8413198
054949c24f79abff76d26779ed6a28fa,1440072002,8:00:02 PM,3,Potong Pasir,1.3313554,103.8692779
0578e8c3da24ddafb3dd40e4ea32e6ef,1440072002,8:00:02 PM,1,Kampong Tiong Bahru,1.286971,103.8286134
05bd35682356cdd35242cb34637288f7,1440072002,8:00:02 PM,3,Lorong Chuan,1.3516608,103.8629139
07005d028babf624f31478397c1a16b2,1440072002,8:00:02 PM,2,Margaret Drive,1.2968341,103.8084694
07bcc53bdfe039a5b7f545644049b571,1440072002,8:00:02 PM,1,Anchorvale,1.3971918,103.889897
08728c59c39e9ae12e3f33aa8526a451,1440072002,8:00:02 PM,2,Bras Basah,1.2975068,103.8504356
00d0c975ba392b4f870c916efa5bf030,1440072003,8:00:03 PM,2,Moulmein,1.3190874,103.8485005
01595bb5b584916f819bf0ea549511ba,1440072003,8:00:03 PM,2,Alexandra Hill,1.2882934,103.8054785
02ecadebdfa55f3c42f59579b161348c,1440072003,8:00:03 PM,1,Northland,1.4364908,103.8421208
03050004405f82d521586db4897dfb06,1440072003,8:00:03 PM,3,Bedok North,1.3236038,103.9273405
035ef4eefedaee0371821668fdd398cc,1440072003,8:00:03 PM,1,Tanglin Halt,1.302261,103.7972067
056f0a815e3f5a28b44219e510e9a078,1440072003,8:00:03 PM,2,Kaki Bukit,1.3362352,103.9071892
05f44a70c4ebf5a06122d8cb48a679bc,1440072003,8:00:03 PM,2,Changi Airport,1.3644202,103.9915308
0648b1d1b1985d62a47629ceca6ba521,1440072003,8:00:03 PM,2,Choa Chu Kang Central,1.3812993,103.7463562
0654f07dd246dd4155368485e71e31b2,1440072003,8:00:03 PM,3,Raffles Place,1.283931,103.851461
02401fdf33ddddd191866370fec4be53,1440072004,8:00:04 PM,2,Chim Moh,1.3118053,103.7876508
029cc9345769873081752eabfbe01e14,1440072004,8:00:04 PM,1,Seletar Hills,1.3852199,103.8749121
02b75dfacddc36a08dca688b8e667ac3,1440072004,8:00:04 PM,2,Bidadari,1.3410855,103.8752552
02ee0fa524a1b46b079c7bbcdeadb4a1,1440072004,8:00:04 PM,2,Kampong Tiong Bahru,1.286971,103.8286134
03050004405f82d521586db4897dfb06,1440072004,8:00:04 PM,3,Bedok North,1.3236038,103.9273405
04bc84049826d0d002712b496bcd6d09,1440072004,8:00:04 PM,3,Woodgrove,1.4276741,103.7806913
054137f8831c571bf9c26b8ab6fe8f31,1440072004,8:00:04 PM,4,Port,1.2670651,103.8038239
054949c24f79abff76d26779ed6a28fa,1440072004,8:00:04 PM,3,Pei Chun,1.3362578,103.8556225
0602e1ca129e460118cc5202a265a277,1440072004,8:00:04 PM,1,Frankel,1.31656,103.9178494
068de7e54b1eac1d6c492de9a0384b48,1440072004,8:00:04 PM,5,Marine Parade,1.3019687,103.8970821
07895b14ece3c531649338243c5db389,1440072004,8:00:04 PM,2,Clementi West,1.3161811,103.7649377
0815f562c63ab786a40e82e3cb4d29e8,1440072004,8:00:04 PM,1,Yunnan,1.338575,103.692206
00b8dfe66cd550f643d7fbf123cf64af,1440072005,8:00:05 PM,1,Compassvale,1.394564,103.900156
0222c1c0994e15b8f44da35d0aed3c25,1440072005,8:00:05 PM,1,Senoko West,1.4576121,103.8037006
02ab8b9e56b9e4bbf90d2d463a8845f7,1440072005,8:00:05 PM,4,Paya Lebar East,1.3180585,103.8930085
0486e6c21aeeee4aaf45e1904ee277f9,1440072005,8:00:05 PM,6,Upper Thomson,1.3729333,103.8285086
04bc84049826d0d002712b496bcd6d09,1440072005,8:00:05 PM,3,Woodgrove,1.4276741,103.7806913
04bd7426b55f54798552a0294fe5a63a,1440072005,8:00:05 PM,4,Lorong 8 Toa Payoh,1.339772,103.8570052
056959d783f113c7d4788eff213c8386,1440072005,8:00:05 PM,1,Holland Drive,1.3100006,103.7928594
0591d8e0d94ed2f364f32bce774e8b27,1440072005,8:00:05 PM,2,Nassim,1.311655,103.821796
