Customer ID,Unix time,Readable time ,,Location,Latitude,Longitude
01bcb0f79e312031d713a2fc222b7816,1440003600,1:00:00 AM,0,Lorong Ah Soo,1.3527209,103.8829422
083511bad5e5bb6082345b59f9b47641,1440003600,1:00:00 AM,0,Frankel,1.31656,103.9178494
060083dca1e490ef2125a821192e383e,1440003602,1:00:02 AM,1,Kallang Way,1.3228246,103.8779514
01aff72c6ba656e30080bd689b20a643,1440003603,1:00:03 AM,0,Bangkit,1.380382,103.772636
03db7ffd0bc327274661772cc11ce0a9,1440003603,1:00:03 AM,0,Yishun West,1.430368,103.8353628
06ee4b0a4e23f9bf4c7c489b0b67bce8,1440003603,1:00:03 AM,0,Changi West,1.3450101,103.9832089
06ee4b0a4e23f9bf4c7c489b0b67bce8,1440003604,1:00:04 AM,0,Changi West,1.3450101,103.9832089
03db7ffd0bc327274661772cc11ce0a9,1440003605,1:00:05 AM,0,Yishun West,1.430368,103.8353628
06ee4b0a4e23f9bf4c7c489b0b67bce8,1440003605,1:00:05 AM,0,Changi West,1.3450101,103.9832089
06ee4b0a4e23f9bf4c7c489b0b67bce8,1440003606,1:00:06 AM,0,Changi West,1.3450101,103.9832089
0001924b1fa3d426470614c25073954d,1440003608,1:00:08 AM,0,Yio Chu Kang East,1.381905,103.844818
042078904a87779b9c141eedaa270adc,1440003609,1:00:09 AM,0,Dover,1.311322,103.7786532
06eea18c4ddbb2d5240968512823af95,1440003609,1:00:09 AM,0,Toa Payoh West,1.3352492,103.8413198
04effed87345e52fd92660b7c37a76de,1440003611,1:00:11 AM,0,Balestier,1.3234267,103.8520588
0131c0a4d2f58ea3c88a775e79be9514,1440003612,1:00:12 AM,0,Geylang Bahru,1.3232575,103.8680238
038d4adc232dbab5bd357fd560834df2,1440003612,1:00:12 AM,0,Woodlands South,1.4381922,103.7889597
042078904a87779b9c141eedaa270adc,1440003612,1:00:12 AM,0,National University of S'pore,1.2956,103.7767
04f7a9f9fc939afafca206390b74f895,1440003612,1:00:12 AM,0,Compassvale,1.394564,103.900156
06ee4b0a4e23f9bf4c7c489b0b67bce8,1440003612,1:00:12 AM,0,Changi West,1.3450101,103.9832089
01073def4031b6ab373f3378f0bba125,1440003613,1:00:13 AM,0,North Coast,1.4564122,103.793187
0131c0a4d2f58ea3c88a775e79be9514,1440003613,1:00:13 AM,0,Geylang Bahru,1.3232575,103.8680238
042078904a87779b9c141eedaa270adc,1440003613,1:00:13 AM,0,National University of S'pore,1.2956,103.7767
0138dfefae4e687762bab125648279e8,1440003614,1:00:14 AM,0,Jurong River,1.3493195,103.7253213
025e1ad8be47b8de77fec897e0962d67,1440003614,1:00:14 AM,0,Lorong Chuan,1.3516608,103.8629139
042078904a87779b9c141eedaa270adc,1440003614,1:00:14 AM,0,National University of S'pore,1.2956,103.7767
06ee4b0a4e23f9bf4c7c489b0b67bce8,1440003614,1:00:14 AM,0,Changi West,1.3450101,103.9832089
042078904a87779b9c141eedaa270adc,1440003615,1:00:15 AM,0,National University of S'pore,1.2956,103.7767
05e028d65fd3e190e23afb9090138a13,1440003615,1:00:15 AM,0,Bukit Batok South,1.3590288,103.7636796
0138dfefae4e687762bab125648279e8,1440003616,1:00:16 AM,0,Liu Fang,1.3141514,103.6981553
060083dca1e490ef2125a821192e383e,1440003616,1:00:16 AM,1,Geylang Bahru,1.3232575,103.8680238
03db5e346eb2c8c3af557d8f4c09b825,1440003617,1:00:17 AM,0,Lorong Ah Soo,1.3527209,103.8829422
06ee4b0a4e23f9bf4c7c489b0b67bce8,1440003618,1:00:18 AM,0,Loyang West,1.3737035,103.9745443
06eea18c4ddbb2d5240968512823af95,1440003619,1:00:19 AM,0,Braddell,1.3341351,103.8573237
067193dcd1b67a1627f59d4f7171a5f8,1440003620,1:00:20 AM,0,Mandai East,1.4260074,103.8241046
01bcb0f79e312031d713a2fc222b7816,1440003622,1:00:22 AM,0,Lorong Ah Soo,1.3527209,103.8829422
020b09dba087f02772d8a2a112dedac4,1440003622,1:00:22 AM,0,Sengkang Town Centre,1.3868121,103.8914433
01bcb0f79e312031d713a2fc222b7816,1440003623,1:00:23 AM,0,Lorong Ah Soo,1.3527209,103.8829422
