Customer ID,Unix time,Readable time ,,Location,Latitude,Longitude
0014d3fba3d6e5e30cf013d54dfd2b23,1440068400,7:00:00 PM,2,Bidadari,1.3410855,103.8752552
00a8d15cd9ea095774107521f84a50f1,1440068400,7:00:00 PM,3,Compassvale,1.394564,103.900156
00e902e095024b345c40af7f91bf536a,1440068400,7:00:00 PM,1,Paya Lebar East,1.3180585,103.8930085
02f723134d922f03453fa25364077c5d,1440068400,7:00:00 PM,3,Bukit Batok South,1.3590288,103.7636796
037063519f215d7840358c909c1a651f,1440068400,7:00:00 PM,1,Bangkit,1.380382,103.772636
0391d5867fd252f80180d120154f5369,1440068400,7:00:00 PM,6,Woodlands South,1.4381922,103.7889597
03f57d1c681bda927d95cde48ab25fe6,1440068400,7:00:00 PM,6,Rivervale,1.3876353,103.9049359
0568540309adb886afefc4c9aaed85cc,1440068400,7:00:00 PM,2,Jurong Gateway,1.3355346,103.7418606
05a499bb2a9f047c579c48a163f0fe08,1440068400,7:00:00 PM,6,Lavender,1.3072265,103.862951
074511db6b07fdefac498cfa99ec8d2d,1440068400,7:00:00 PM,4,Tampines West,1.3495907,103.9567879
01c1ba0113ef91fcc85922c28fc13dc1,1440068401,7:00:01 PM,6,Ang Mo Kio Town Centre,1.3691149,103.8454342
033f67c1b7923006f6069440865f0ed1,1440068401,7:00:01 PM,2,Clementi North,1.3161811,103.7649377
03f45a7a034066f7b9cf92603415db35,1440068401,7:00:01 PM,1,One North,1.2991731,103.7870016
04fcbc65aaa669d31c3ed2222dc11056,1440068401,7:00:01 PM,1,Bishan East,1.350772,103.848183
053180b45ee6a10ea8b23d61b4d6b784,1440068401,7:00:01 PM,5,National University of S'pore,1.2956,103.7767
0683d33d5bc4517709fa69d8f647279d,1440068401,7:00:01 PM,7,Pasir Ris West,1.3730057,103.9492453
07a0c85a53c06581b0df37184f27d273,1440068401,7:00:01 PM,1,Hougang West,1.3612182,103.8862529
07e4236cee925ae07c810de5864a43c8,1440068401,7:00:01 PM,2,Upper Thomson,1.3729333,103.8285086
006cb525dfce9bf9909cba9903b99dcd,1440068402,7:00:02 PM,2,Yio Chu Kang,1.381905,103.844818
00d0d7515c879ece43aadf77ae08b1c8,1440068402,7:00:02 PM,1,Tanglin Halt,1.302261,103.7972067
014b3a86b45af9788326e968638b1112,1440068402,7:00:02 PM,1,Clarke Quay,1.2908825,103.8444432
01c60c65e2d9824f61176130dab661c3,1440068402,7:00:02 PM,1,Monk's Hill,1.3096113,103.8403681
02b183a5f6483eb9ff6e7e1e8129db5f,1440068402,7:00:02 PM,3,Yio Chu Kang East,1.381905,103.844818
0382945c5972009f0f91e681e02e29e2,1440068402,7:00:02 PM,1,Kembangan,1.320982,103.912842
0391fa8037a3cfa390eca1c03721f6bc,1440068402,7:00:02 PM,1,Kebun Bahru,1.370384,103.837751
03f45a7a034066f7b9cf92603415db35,1440068402,7:00:02 PM,1,One North,1.2991731,103.7870016
04282cf41a2145f0cf7f3629f2cce685,1440068402,7:00:02 PM,1,Pang Sua,1.3933358,103.7525869
05388ef029e61a9dc5741bd487567273,1440068402,7:00:02 PM,3,Tanglin,1.306932,103.8188845
0538b04ef49faa9b56119e7d7858e0d7,1440068402,7:00:02 PM,1,Chim Moh,1.3118053,103.7876508
05b90879383b2a2141a3e21a2cc0eed1,1440068402,7:00:02 PM,1,Yuhua East,1.3401636,103.7363464
06428683af29bb2c90022f14f3f67922,1440068402,7:00:02 PM,1,Simei,1.3399194,103.949471
065c2722c5194c7bf823d1d0faed8fa7,1440068402,7:00:02 PM,1,Bedok North,1.3236038,103.9273405
067049bf254fa8f66d63617691918113,1440068402,7:00:02 PM,1,Midview,1.3398425,103.7568922
06781da3cf097066ee309c228b10d4df,1440068402,7:00:02 PM,3,Telok Blangah Drive,1.2728757,103.8086903
06c849bb769d54c8f519223f275d5f36,1440068402,7:00:02 PM,6,Boon Lay Place,1.3462189,103.7127554
07192d7627a15dd6e44e30230b4a39c5,1440068402,7:00:02 PM,2,Bendemeer,1.3201284,103.8649128
07a0c85a53c06581b0df37184f27d273,1440068402,7:00:02 PM,1,Hougang West,1.3612182,103.8862529
07e236e64ebf634b099253d023dc31fe,1440068402,7:00:02 PM,7,Geylang Bahru,1.3232575,103.8680238
087a084181f72777a23f2061091b99b0,1440068402,7:00:02 PM,1,Tiong Bahru Station,1.286081,103.826958
